,0
135,"Platformer,Difficult,Indie,2D,Singleplayer,Great Soundtrack,Fast-Paced,Retro,Controller,Pixel Graphics,Unforgiving,Gore,Action,Time Attack,Funny,Comedy,Side Scroller,Masterpiece,Adventure,Replay Value"
136,"Casual,Indie,Action,Cute,Platformer"
137,"Cyberpunk,RPG,Sci-fi,Horror,Classic,FPS,Survival Horror,Action,Masterpiece,Cult Classic,Space,First-Person,Story Rich,Atmospheric,Immersive Sim,Great Soundtrack,Singleplayer,Co-op,Inventory Management,Shooter"
138,"Platformer,Indie,Puzzle,2D,Casual,Singleplayer,Experimental,Action,Puzzle-Platformer,Surreal"
139,"Puzzle,Indie,Casual,Singleplayer,Steampunk,Family Friendly,Difficult,3D"
140,"Early Access,Space,Exploration,Open World,Indie,Sci-fi,Sandbox,Action,Early Access,Singleplayer,Space Sim,Adventure,Great Soundtrack,First-Person,Atmospheric,Simulation,Procedural Generation,Story Rich,Aliens,Fast-Paced"
141,"Platformer,Indie,Rhythm,Minimalist,Music,Great Soundtrack,Difficult,Short,2D,Singleplayer,Colorful,Action,Puzzle,Abstract,Masterpiece,Puzzle-Platformer"
142,"RPG,Cyberpunk,Sci-fi,Comedy,Classic,Turn-Based,Singleplayer,Funny,Third Person,Adventure,JRPG,Story Rich"
143,"Puzzle,First-Person,Indie,Surreal,Exploration,Singleplayer,Abstract,Nonlinear,Adventure,Atmospheric,Difficult,Minimalist,Psychedelic,Psychological,Masterpiece,Colorful,Great Soundtrack,Metroidvania,Replay Value,Sci-fi"
144,"Adventure,First-Person,Parkour,Singleplayer,Indie,Atmospheric,Platformer,Story Rich,Puzzle,Fantasy,3D Platformer,Casual,Sci-fi,Short,Relaxing,Action,Narration,Great Soundtrack,Family Friendly,Difficult"
145,"Indie,Platformer,Adventure,2D,Singleplayer,Physics,Puzzle,Action,Robots,Casual,Strategy,Difficult,Great Soundtrack,Shooter,Shoot 'Em Up,Sci-fi,Family Friendly,Arcade,Anime,Survival"
146,"Horror,Adventure,First-Person,Atmospheric,Open World,Indie,Action,Singleplayer,Stealth,Exploration,Walking Simulator,Survival,FPS,Dark,Survival Horror,Historical,Medieval,RPG,Story Rich,Shooter"
147,"Sandbox,Building,Multiplayer,LEGO,Open World,Action,Indie,Moddable,First-Person,Funny,Adventure,FPS,Co-op,Singleplayer,Third Person,Shooter,Racing,Zombies,RPG,Horror"
148,"Puzzle,Platformer,Indie,Time Manipulation,2D,Puzzle-Platformer,Singleplayer,Great Soundtrack,Difficult,Masterpiece,Time Travel,Casual,Atmospheric,Classic,Strategy,Story Rich,Beautiful,Side Scroller,Adventure,Controller"
149,"Strategy,Tactical,Turn-Based Strategy,Simulation,Action,Turn-Based,RPG,Singleplayer,Military,Shooter,Isometric,Indie,Turn-Based Tactics,Multiplayer,Top-Down,RTS"
150,"Action,Platformer,Indie,Sci-fi,Local Co-Op,2D,Shooter,Physics,Great Soundtrack,Singleplayer,Local Multiplayer,Adventure,Space,Metroidvania,Beautiful,Difficult,Atmospheric"
151,"RPG,Fantasy,Great Soundtrack,Female Protagonist,Turn-Based,Adventure,Platformer,2D,Atmospheric,Story Rich,Hand-drawn,Masterpiece,Beautiful,Singleplayer,Local Co-Op,Side Scroller,Cute,Turn-Based Strategy,Indie,Casual"
152,"Visual Novel,Female Protagonist,Indie,Adventure,Story Rich,Romance,Singleplayer,Choose Your Own Adventure,Fantasy,Multiple Endings,Choices Matter,RPG,Great Soundtrack,Otome,Beautiful,GameMaker,Casual,Atmospheric"
153,"Platformer,Parkour,Female Protagonist,Indie,Action,Fast-Paced,Great Soundtrack,Difficult,Sci-fi,Singleplayer,3D Platformer,Third Person,Anime,Time Attack,Runner"
154,"Zombies,Survival,Co-op,Action,Horror,Multiplayer,FPS,Online Co-Op,First-Person,Indie,Shooter,Open World,Adventure,Survival Horror,PvP,Gore,Atmospheric,Singleplayer,Competitive,Local Co-Op"
155,"Simulation,Indie,Management,Casual,Typing,Difficult,Action,Singleplayer,Fast-Paced,Arcade,Strategy,Addictive,Local Co-Op,Comedy,GameMaker,Time Management,Funny,Co-op,Local Multiplayer,2D"
156,"Puzzle,Indie,Casual,Physics,Family Friendly,Singleplayer,Touch-Friendly,2D,Cute,Relaxing,Sandbox,Level Editor,Simulation,Great Soundtrack"
157,"Horror,Free to Play,Survival Horror,Co-op,Multiplayer,Psychological Horror,Action,Indie,Atmospheric,Online Co-Op,First-Person,Adventure,Zombies,Psychological,Singleplayer,FPS,Survival,Shooter,Mod,Masterpiece"
158,"Action,FPS,Classic,Time Travel,Singleplayer,Sci-fi,Fantasy,Shooter,Multiplayer,Anime"
159,"Zombies,Platformer,Indie,Action,Post-apocalyptic,Adventure,Atmospheric,Side Scroller,Singleplayer,Parkour,2D,Survival,Horror,2.5D,Puzzle,Great Soundtrack,Controller,Story Rich,Short,Masterpiece"
160,"Indie,Soundtrack"
161,"Walking Simulator,Indie,Exploration,First-Person,Atmospheric,Short,Story Rich,Casual,Adventure,Great Soundtrack,Singleplayer,Narration,Mystery,Relaxing,Experimental,Beautiful,Interactive Fiction,Masterpiece,Soundtrack,Linear"
162,"Simulation,Politics,Strategy,Indie,Turn-Based,Singleplayer,Political,Economy,Management,Sandbox,Moddable,Difficult,2D,Turn-Based Strategy,Education,Casual,Capitalism,Sequel,Funny"
163,"Action,Hack and Slash,Character Action Game,Great Soundtrack,Adventure,Stylized,Singleplayer,Spectacle fighter,Third Person,Beat 'em up,Masterpiece,Difficult,Controller,Demons,Fantasy,RPG,Atmospheric,Story Rich,Horror"
164,"Tactical,Strategy,Top-Down,Simulation,Indie,Action,Singleplayer,Real-Time with Pause,2D,Replay Value,RTS,Co-op,Real Time Tactics,Top-Down Shooter,Moddable,Puzzle,Shooter,Level Editor,Difficult,Adventure"
165,"Puzzle,Indie,Casual,Abstract,Singleplayer,3D,Sokoban,Difficult"
166,"FPS,Horror,Co-op,Action,Multiplayer,Shooter,Singleplayer,First-Person,Gore,Online Co-Op,Bullet Time,Sci-fi,Adventure,Zombies,Story Rich,Atmospheric,Mechs,Co-op Campaign,Masterpiece,Controller"
167,"Open World,Post-apocalyptic,RPG,Singleplayer,Exploration,First-Person,Sci-fi,Action,Adventure,Moddable,Atmospheric,FPS,Shooter,Masterpiece,Third Person,Character Customization,Story Rich,Sandbox,Action RPG,Horror"
168,"Survival,Open World,Underwater,Sandbox,Adventure,Crafting,Building,Indie,First-Person,Exploration,Singleplayer,Multiplayer,Atmospheric,Simulation,Action,FPS,Casual,Horror,Short,Strategy"
169,"Tower Defense,Strategy,Casual,Action,Touch-Friendly,Indie,Singleplayer,2D"
170,"JRPG,RPG,Turn-Based,Remake,Classic,Fantasy,Singleplayer,Great Soundtrack,Retro,Adventure,Old School,Masterpiece,Open World,Story Rich,Class-Based,Difficult,Strategy,Turn-Based Strategy"
171,"JRPG,RPG,Classic,Singleplayer,Great Soundtrack,Turn-Based,Fantasy,Story Rich,Masterpiece,Card Game,Sci-fi,Adventure,Open World,Retro,Romance,Atmospheric,1990's,Action,Epic,Controller"
172,"Music,Indie,Puzzle,Exploration,First-Person,Great Soundtrack,Singleplayer,Adventure,Atmospheric,Abstract,Walking Simulator,Open World,Surreal"
173,"Game Development,Software,Design & Illustration,Utilities,Animation & Modeling,GameMaker,FPS,Software Training,Action,Shooter,Indie,Education,Multiplayer,Simulation,Singleplayer,Crafting,Early Access,Zombies,VR,Strategy"
174,"Action,Adventure,GameMaker,FPS,Game Development,Software,Design & Illustration,Utilities,Animation & Modeling,Education,Software Training"
175,"Difficult,Great Soundtrack,Music,Level Editor,2D,Rhythm,Colorful,Singleplayer,Platformer,Character Customization,Arcade,Indie,Side Scroller,Action,Funny,Family Friendly,Casual,Strategy,Adventure,Multiplayer"
176,"Indie,Pixel Graphics,Point & Click,Sci-fi,Adventure,Story Rich,Difficult,Dark,Choices Matter,Singleplayer,Thriller,Puzzle,Strategy,Survival,Atmospheric,Resource Management,Masterpiece,2D,Gore,Great Soundtrack"
177,"Walking Simulator,Short,Indie,Exploration,Atmospheric,First-Person,Story Rich,Female Protagonist,Adventure,Singleplayer,Great Soundtrack,Mystery,Interactive Fiction,1990's,Emotional,Narration,Romance,Point & Click,Realistic,Relaxing"
178,"Racing,Sports,Simulation,Action,Casual,Arcade"
179,"Metroidvania,Platformer,Action,Indie,Beat 'em up,Local Co-Op,2D,Adventure,Comedy,Memes,Colorful,Funny,Fighting,Great Soundtrack,Exploration,Co-op,Singleplayer,Controller,Side Scroller,Local Multiplayer"
180,"FPS,Classic,Action,Sci-fi,Singleplayer,Masterpiece,Shooter,First-Person,1990's,Aliens,Multiplayer,Story Rich,Adventure,Atmospheric,Silent Protagonist,Great Soundtrack,Moddable,Retro,Linear,Difficult"
181,"Dungeon Crawler,Indie,RPG,Co-op,Pixel Graphics,Action,Local Co-Op,Online Co-Op,Adventure,Hack and Slash,Retro,Fantasy,Multiplayer,2D,Top-Down,4 Player Local,Singleplayer,Rogue-like,Local Multiplayer,Level Editor"
182,"RPG,Rogue-like,Hack and Slash,Indie,Action,Pixel Graphics,Multiplayer,Adventure,Local Co-Op,Co-op,2D,Top-Down,Rogue-lite,Action RPG,Difficult,Bullet Hell,Singleplayer,Controller,Twin Stick Shooter,Massively Multiplayer"
183,"Survival,Zombies,Crafting,Action,Co-op,Multiplayer,RPG,Online Co-Op,Local Co-Op,Adventure,Survival Horror,Hack and Slash,Open World,Post-apocalyptic,Singleplayer,Third Person,Gore,Comedy,Indie,Funny"
184,"Simulation,Funny,Physics,Comedy,Adventure,Difficult,Indie,Singleplayer,Controller,Action,Cute,Casual,Masterpiece,Family Friendly,Third Person,Intentionally Awkward Controls,Epic,3D Platformer,Early Access,Beautiful"
185,"Action,Adventure,Indie"
186,"Adventure,Puzzle,Indie,Female Protagonist,Cute,Comedy,2D,Exploration,Singleplayer,Funny,Great Soundtrack,Top-Down,Action,Cartoony,Short,RPG,Sokoban"
187,"Action,Open World,Shooter,Third Person,Singleplayer,Adventure,Sandbox,Third-Person Shooter,Classic,Masterpiece,Multiplayer,Atmospheric,Controller,Great Soundtrack,Action RPG"
188,"Space,Simulation,Sandbox,Physics,Science,Space Sim,Building,Moddable,Indie,Education,Singleplayer,Open World,Exploration,Funny,Sci-fi,Difficult,Adventure,Replay Value,Strategy,Comedy"
189,"Indie,RPGMaker,Adventure,Casual,Female Protagonist,Puzzle,Short,Singleplayer"
190,"Action,Adventure,Co-op,Lara Croft,Local Co-Op,Puzzle,Female Protagonist,Platformer,Online Co-Op,Puzzle-Platformer,Singleplayer,Multiplayer,Third Person,Twin Stick Shooter,Isometric,Local Multiplayer,Exploration,Arcade,Controller,Difficult"
191,"Indie,RPG,Adventure,Casual,Female Protagonist,RPGMaker,Story Rich,Pixel Graphics,Great Soundtrack,JRPG,Visual Novel,Retro,Singleplayer"
192,"RPG,Action,Indie,Adventure,Action RPG"
193,"Indie,Platformer,Puzzle,Dark,Atmospheric,2D,Adventure,Singleplayer,Horror,Puzzle-Platformer,Surreal,Short,Side Scroller,Difficult,Minimalist,Physics,Masterpiece,Casual,Action,Cinematic"
194,"Dark Humor,RPG,Story Rich,Post-apocalyptic,Great Soundtrack,Indie,Choices Matter,Psychological Horror,Pixel Graphics,Dark,RPGMaker,Adventure,Funny,Singleplayer,2D,Atmospheric,Comedy,Side Scroller,Horror,Platformer"
195,"Casual,Indie,Puzzle,Singleplayer,Funny,Satire,Comedy,Short,Story Rich,Sandbox,Great Soundtrack,Adventure,Dark Humor,Atmospheric,Dark,Touch-Friendly,Surreal,2D,Point & Click,Parody"
196,"RPG,Sci-fi,Story Rich,Third-Person Shooter,Action,Space,Singleplayer,Great Soundtrack,Adventure,Cinematic,Choices Matter,Masterpiece,Third Person,Shooter,Romance,Character Customization,Atmospheric,Female Protagonist,Action RPG,Real-Time with Pause"
197,"Action,Third-Person Shooter,Bullet Time,Story Rich,Multiplayer,Cinematic,Shooter,Third Person,Noir,Singleplayer,Great Soundtrack,Atmospheric,Masterpiece,Violent,Adventure,Nudity,Linear,Dark,Drama,3D Vision"
198,"Indie,Action,Platformer,Adventure,2D"
199,"Arcade,Classic,Action,Co-op,Side Scroller,Retro,Local Co-Op,Shooter,2D,Online Co-Op,Great Soundtrack,Platformer,Shoot 'Em Up,Masterpiece,Multiplayer,Pixel Graphics,Old School,Difficult,Singleplayer,Comedy"
200,"Post-apocalyptic,Atmospheric,FPS,Action,Story Rich,Singleplayer,Horror,First-Person,Shooter,Stealth,Based On A Novel,Survival Horror,Adventure,Survival,Remake,Masterpiece,Mature,Gore,Classic,Multiplayer"
201,"Adventure,Action,Ninja,Stealth,Cute,Singleplayer,3D Platformer,Family Friendly,Third Person,Platformer,Funny,Open World,Controller,Great Soundtrack,Multiplayer,Anime,Hack and Slash,Casual"
202,"Anime,Hack and Slash,Female Protagonist,Action,Indie,Character Action Game,Third Person,Spectacle fighter,Singleplayer,Fighting,Beat 'em up,Nudity,Mature,Cute,Controller,JRPG,Arcade,Swordplay,Fast-Paced,Destruction"
203,"Racing,Open World,Multiplayer,Action,Driving,Arcade,Singleplayer,Story Rich,Simulation,Great Soundtrack,Masterpiece"
204,"Indie,Platformer,Local Co-Op,Atmospheric,Female Protagonist,Adventure,Story Rich,Puzzle,Casual,Cute,Local Multiplayer,Puzzle-Platformer,Side Scroller,Action,Great Soundtrack,Singleplayer,Co-op,Short,2.5D,Nature"
205,"Horror,Psychological Horror,Indie,Atmospheric,Walking Simulator,Singleplayer,Adventure,2D,Gore,Blood,Action,Kickstarter,Survival Horror,Short,Hand-drawn,Psychological,Dark,Zombies,Masterpiece"
206,"RPG,Rogue-like,Indie,JRPG,2D,Turn-Based,Rogue-lite,Anime,Singleplayer,Procedural Generation,Pixel Graphics,Great Soundtrack,Perma Death,Fantasy,Adventure,RPGMaker,Replay Value,Side Scroller,Retro,Top-Down"
207,"Action,Great Soundtrack"
208,"Indie,Political,Simulation,Point & Click,Singleplayer,Dystopian,Pixel Graphics,Puzzle,Retro,Multiple Endings,Story Rich,Atmospheric,2D,Strategy,Addictive,Great Soundtrack,Casual,Adventure,Replay Value,Difficult"
209,"Co-op,Action,FPS,Heist,Online Co-Op,Stealth,Multiplayer,Crime,Shooter,Team-Based,First-Person,Great Soundtrack,Gun Customization,Tactical,PvE,Strategy,Singleplayer,Simulation,Funny,Adventure"
210,"RPG,Indie,Comedy,JRPG,Turn-Based,Mystery,Detective,Retro,Singleplayer,Pixel Graphics,Funny"
211,"Pirates,Pixel Graphics,Indie,RPG,Sandbox,2D,Open World,Rogue-like,Simulation,Adventure,Singleplayer,Action,Side Scroller,Building,Strategy,Survival,Rogue-lite,Crafting,Epic,Masterpiece"
212,"Dark Humor,Violent,Gore,FPS,Action,Open World,Classic,Singleplayer,Sandbox,Mature,Comedy,Funny,First-Person,Adventure,Shooter,Multiplayer,Satire,Family Friendly,Moddable,Indie"
213,"Indie,Adventure,Action,Puzzle,Time Manipulation,Singleplayer,Third Person,Sci-fi"
214,"FPS,Post-apocalyptic,Action,Open World,Shooter,Singleplayer,First-Person,Racing,Sci-fi,Co-op,Multiplayer,Atmospheric,Adventure,Gore,RPG,Horror,Crafting,Survival,Linear,Online Co-Op"
215,"Open World,Action,Destruction,Physics,Sci-fi,Third Person,Mars,Third-Person Shooter,Multiplayer,Singleplayer,Sandbox,Shooter,Adventure,Atmospheric,Masterpiece,Co-op,Great Soundtrack,Controller,Survival,FPS"
216,"Cyberpunk,Action,Female Protagonist,Sci-fi,Third Person,Adventure,Story Rich,Singleplayer,Great Soundtrack,Atmospheric,Dystopian,Futuristic,Beat 'em up,Parkour,Beautiful,Linear,Hack and Slash,Action-Adventure,Fighting,Masterpiece"
217,"RPG,Indie,Casual,RPGMaker"
218,"Inventory Management,Survival Horror,Action,Zombies,Masterpiece,Horror,Third-Person Shooter,Singleplayer,Adventure,Third Person,Classic,Quick-Time Events,Atmospheric,Survival,Remake,Shooter,Gore,Replay Value,Great Soundtrack,Difficult"
219,"Horror,Action,Zombies,Survival Horror,Third-Person Shooter,Adventure,Female Protagonist,Co-op,Third Person,Singleplayer,Online Co-Op,Survival,Atmospheric,Multiplayer,Shooter,Sci-fi,Gore,Local Co-Op,Great Soundtrack,Masterpiece"
220,"Platformer,Indie,Action,Puzzle,Physics,Sci-fi,Casual,Singleplayer,Puzzle-Platformer,2D,Side Scroller,Great Soundtrack,2.5D,Space,Adventure"
221,"Game Development,RPG,RPGMaker,Design & Illustration,Software,Anime,GameMaker,Web Publishing,Fantasy,Adventure,Sandbox,2D,Programming,JRPG,Pixel Graphics,Education,Action,Addictive,Masterpiece,Singleplayer"
222,"Split Screen,FPS,Local Multiplayer,Multiplayer,Action,Indie,4 Player Local,Controller,Funny,Local Co-Op,First-Person,Shooter,Comedy,Great Soundtrack,Arena Shooter"
223,"Puzzle,Casual,Adventure,Family Friendly,Sandbox,Singleplayer,2D,Funny,Comedy,Open World,Cute,Strategy,Education,Fantasy,Moddable,Platformer,Multiplayer,Replay Value,Action,Indie"
224,"Action,Sci-fi,Shooter,Top-Down Shooter,Isometric,Co-op,Local Co-Op,Singleplayer,Top-Down,Aliens,Twin Stick Shooter"
225,"RPG,Cyberpunk,Turn-Based,Isometric,Sci-fi,Indie,Strategy,Singleplayer,Tactical,Kickstarter,Moddable,Adventure,CRPG,Story Rich,Crowdfunded,Fantasy,Atmospheric,Turn-Based Strategy,Dystopian,Female Protagonist"
226,"Action,FPS,Swordplay,Gore,Comedy,First-Person,Hack and Slash,Shooter,Adventure,Singleplayer,Old School,Great Soundtrack,Ninja,Dark Humor,Demons,Funny,Remake,Classic,Atmospheric,3D Vision"
227,"Action,Indie,Beat 'em up,2D,Side Scroller,Local Co-Op,Platformer,Gore,Singleplayer,Short,Adventure,Controller,Co-op,Hack and Slash,Old School,Multiplayer,Local Multiplayer,Violent"
228,"Strategy,Indie,Turn-Based Strategy,Turn-Based,Comedy,Singleplayer,Tactical,Multiplayer,Turn-Based Tactics,Cartoony,Turn-Based Combat,Local Multiplayer,Funny,Asynchronous Multiplayer,2D"
229,"Platformer,Classic,Great Soundtrack,Retro,2D,Time Travel,Singleplayer,1990's,Action,Fast-Paced,Pixel Graphics,Adventure,Remake,Family Friendly,Old School,Colorful,Time Attack,Side Scroller,Anime,Masterpiece"
230,"Space,Sandbox,Building,Multiplayer,Simulation,Survival,Open World,Physics,Crafting,Destruction,Co-op,Indie,Futuristic,Sci-fi,Singleplayer,Action,Early Access,Strategy,Adventure,Atmospheric"
231,"Free to Play,Massively Multiplayer,RPG,Adventure,Action,Multiplayer,Online Co-Op,Dungeon Crawler,Hack and Slash,MMORPG,Co-op,Cute,Great Soundtrack,Action RPG,Sci-fi,Open World,Casual,Singleplayer,Indie,Anime"
232,"Animation & Modeling,Design & Illustration,Utilities"
233,"Zombies,Survival,Open World,Action,Post-apocalyptic,RPG,Third Person,Base Building,Singleplayer,Sandbox,Simulation,Multiplayer,Exploration,Adventure,Horror,Third-Person Shooter,Survival Horror,Atmospheric,Co-op,Masterpiece"
234,"Survival,Zombies,RPG,Open World,Action,Strategy,Adventure,Base Building,Indie,Sandbox,Simulation,Post-apocalyptic,Multiplayer,Co-op,Top-Down,Singleplayer,Violent,Survival Horror,Crafting,Horror"
235,"Adventure,Point & Click,Puzzle,Steampunk,Female Protagonist,Atmospheric,Story Rich,Classic,Mystery,Singleplayer,Masterpiece,Casual,Great Soundtrack,Beautiful,Third Person,Sci-fi,Hidden Object"
236,"Sandbox,Survival,2D,Adventure,Multiplayer,Crafting,Building,Pixel Graphics,Exploration,Co-op,Open World,Indie,Action,Online Co-Op,RPG,Singleplayer,Platformer,Replay Value,Atmospheric,Family Friendly"
237,"Story Rich,Walking Simulator,Indie,Narration,Atmospheric,Short,First-Person,Singleplayer,Adventure,Abstract,Surreal,Great Soundtrack,Experimental,Dark,Psychological,Emotional,Experience,Psychological Horror,Philisophical,Puzzle"
238,"Puzzle,Indie,Platformer,Casual,Surreal,Hand-drawn,Singleplayer,Strategy,2D,Atmospheric,Physics,Difficult,Beautiful,Controller,Puzzle-Platformer,Logic,Adventure,Great Soundtrack,Abstract,Dark"
239,"Horror,Story Rich,Female Protagonist,Indie,Adventure,Point & Click,Psychological Horror,Dark,Atmospheric,Mature,Great Soundtrack,Singleplayer,Drama,Emotional,Psychological,Cats,Gore,Masterpiece,Surreal,Puzzle"
240,"RPG,Action,Adventure,Hack and Slash,Action RPG,Indie,Co-op,Steampunk,Multiplayer,Singleplayer,Dungeon Crawler,Isometric,Fantasy,Vampire,Third Person,Loot,Dark Fantasy,Masterpiece,Tower Defense,Controller"
241,"Survival,Open World,Exploration,Atmospheric,First-Person,Singleplayer,Adventure,Crafting,Sandbox,Simulation,Post-apocalyptic,Indie,Walking Simulator,Survival Horror,Early Access,Strategy,Action,Difficult,Multiplayer,Horror"
242,"Puzzle,Sci-fi,Atmospheric,Indie,Space,Platformer,Puzzle-Platformer,Singleplayer,Adventure,Great Soundtrack,2D,Psychological Horror,Metroidvania,Exploration,Mystery,Story Rich,Action,Side Scroller,Difficult,Masterpiece"
243,"Adventure,Detective,Story Rich,Episodic,Point & Click,Noir,Mature,Comic Book,Singleplayer,Atmospheric,Choose Your Own Adventure,Mystery,Dark,Cinematic,Masterpiece,Fantasy,Quick-Time Events,Great Soundtrack,Nudity,Cartoony"
244,"Stealth,Action,Adventure,First-Person,Singleplayer,Dark,Steampunk,Atmospheric,Horror,Parkour,Open World,Assassin,Heist,Masterpiece,Medieval,RPG,Nudity,FPS,Fantasy,Strategy"
245,"Survival,War,Atmospheric,Singleplayer,Strategy,Choices Matter,Simulation,Crafting,Indie,Stealth,Adventure,Post-apocalyptic,2D,Side Scroller,Difficult,Point & Click,Open World,2.5D,Platformer,Rogue-like"
246,"Platformer,Indie,Narration,Minimalist,Puzzle,Great Soundtrack,Puzzle-Platformer,Story Rich,2D,Atmospheric,Singleplayer,Funny,Family Friendly,Comedy,Short,Casual,Adventure,Colorful,Masterpiece,Relaxing"
